,EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
31910,911691775,SERVE OUR DOG AREAS SODA,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,155883,1
31911,911692719,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
31912,911692784,NOOKSACK ELEMENTARY PTA 8 4 39,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
31913,911696617,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
31914,911696843,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
31915,911698296,NATIONAL ORGANIZATION FOR AMERICAN HUMANITIES NOAH,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
31916,911699141,CHIEF KANIM MIDDLE SCHOOL PTSA 2 18 28,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,36683,0
31917,911702605,EASTERN WASHINGTON FAMILY DAYCARE ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
31918,911703263,MANAGEMENT TECHNOLOGIES INTERNATIONAL INC,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,5657053,0
31919,911703413,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31920,911704028,VENTURES,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1369936,1
31921,911705309,SEATTLE COMMUNITY NETWORK ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31922,911706034,EVERGREEN COURT SENIOR HOUSING ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1764073,1
31923,911707083,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,81448,0
31924,911707242,CLAN GREGOR SOCIETY PACIFIC NORTHWEST CHAPTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31925,911708785,SILVER STAR PTA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
31926,911709831,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
31927,911710839,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31928,911712857,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31929,911713675,EXECUTIVE WOMENS GOLF LEAGUE SEATTLE CHAPTER,T6,CompanySponsored,C1000,ProductDev,Trust,1,25000-99999,N,25724,1
31930,911714794,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31931,911715264,QUILCENE FAIR & PARADE ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31932,911716475,EASTSIDE FOOTBALL CLUB,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2335783,0
31933,911717046,ORCAS ANIMAL PROTECTION SOCIETY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1175553,1
31934,911717290,NORTHWOOD PTSA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
31935,911718424,CHELAN COUNTY FIRE DISTRICT 9 AUXILIARY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
31936,911719047,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
31937,911719580,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31938,911721326,ENDEAVOUR ELEMENTARY PTSA,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,79839,0
31939,911721997,MT BAKER ROTARY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,492131,0
31940,911723195,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,38360,0
31941,911724858,YOUNG ENTREPRENEURS ORGANIZATION,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,294584,0
31942,911725470,BATTLE GROUND SCHOOL DISTRICT FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,133334,0
31943,911725552,SEATTLE CHILDRENS THEATRE FOUNDATION,T3,National,C2000,Preservation,Trust,1,25000-99999,N,4847691,0
31944,911727234,CONSUMER VOICES ARE BORN,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,342426,0
31945,911727873,ACME FOUNDATION SRI THYAGARAJA MUSIC FESTIVAL,T3,Independent,C1000,Preservation,Trust,1,0,N,24199,1
31946,911727940,HELEN BALLER PTA,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,19906,0
31947,911728080,LIFESTYLE COMMUNITY CLINIC A NONPROFIT CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31948,911728778,WASHINGTON IMAGINATION NETWORK,T3,Regional,C2000,Preservation,Trust,1,25000-99999,N,79988,0
31949,911731315,THE READING FOUNDATION,T3,Family/Parent,C2000,Preservation,Trust,1,1M-5M,N,1661605,0
31950,911731504,H O M E HOME ORIENTED MEANINGFUL EDUCATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
31951,911731507,ENUMCLAW HIGH SCHOOL BAND BOOSTERS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
31952,911734025,GRASS VALLEY PTA 3 6 65,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,19167,0
31953,911734231,TRI CITY STEELBAND ASSOCIATION TCSBA,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,199595,0
31954,911734252,JOHN T MERTENS ASSEMBLY,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
31955,911734952,WESTERN WASHINGTON FOOTBALL OFFICIALS ASSOCIATION,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,17960,1
31956,911736134,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
31957,911741849,GRAYS HARBOR RETIRED TEACHER ASSOCIATION,T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
31958,911743955,WBE OF PUGET SOUND,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,26432,1
31959,911751115,ALLOTTEES ASSOCIATION & AFFILIATED TRIBES OF THE QUINAULT RESERVATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31960,911752919,BLACK DIAMOND ELEMENTARY PTA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
31961,911761645,KIWANIS CLUB OF BUCKLEY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,50957,0
31962,911763414,WASHINGTON STATE DISPUTE RESOLUTION CENTERS,T6,Independent,C2000,ProductDev,Association,1,10000-24999,N,11178,1
31963,911763961,AMERICAN IRIS SOCIETY,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
31964,911764236,HIP OF SPOKANE COUNTY,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,695914,1
31965,911764475,COLUMBIA RIVER FIRE & RESCUE VOLUNTEER ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,129546,0
31966,911764870,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31967,911764910,LINCOLN POLICE ACTIVITIES LEAGUE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31968,911765035,CALIFORNIA COALITION FOR CHILDRENS SAFETY AND HEALTH,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,1
31969,911769060,BRIDGECOURT HOUSING INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31970,911770070,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
31971,911772592,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
31972,911780849,VFW AUXILIARY DEPARTMENT OF MISSOURI,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
31973,911780872,VFW AUXILIARY DEPARTMENT OF MISSOURI,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
31974,911784795,TIMBERCREST JUNIOR PTSA 06-10-68,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
31975,911785978,AMERICAN HIBISCUS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
31976,911785994,AMERICAN HIBISCUS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
31977,911786717,DAREN LINDLEY MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,25812,1
31978,911787074,WILLAMETTE SALEM CHAPTER OF THE EXPERIMENTAL AIRCRAFT ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
31979,911787129,CHRISTIANS AS FAMILY ADVOCATES,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,50630,1
31980,911788982,PASADENA POLICE ACTIVITIES LEAGUE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,288730,0
31981,911790733,LAB BAND PROGRAM ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,190994,1
31982,911791252,NZUKO NDI IGBO,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,77825,1
31983,911791845,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,44816,0
31984,911791943,ALUMNI FOUNDATION OF VACAVILLE HIGH SCHOOL CLASS OF 1992,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
31985,911794593,DERMATOLOGY NURSES ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
31986,911796160,ASCARATE GOLF COURSE ASSOCIATION,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,1
31987,911797060,YUBA COUNTY SHERIFFS TEAM OF ACTIVE RESIDENTS IN SERVICE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
31988,911798725,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31989,911799399,FRATERNAL ORDER OF EAGLES,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
31990,911802037,NORTHWEST ENVIRONMENTAL BUSINESS COUNCIL,T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,240076,1
31991,911804542,SPAY-NEUTER YOUR PET,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,184238,1
31992,911805014,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
31993,911805850,BREES FOUNDATION FOR BREAST CANCER RESEARCH,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,64264,1
31994,911806356,FAMILY AND AGRICULTURAL RESOURCE MUSEUM FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,116551,1
31995,911806392,INTERNATIONAL FEDERATION OF PROFESSIONAL & TECHNICAL ENGINEERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
31996,911806943,CHILDRENS DISCOVERY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2290949,1
31997,911807304,POLICY CONSENSUS INITIATIVE INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,29612,0
31998,911811030,CREATE ARTS CENTER,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
31999,911813220,CEDARHOME ELEMENTARY P T A,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,33819,0
32000,911815101,INTERNATIONAL EROSION CONTROL ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,6742,1
32001,911815747,AUBURN AREA ANIMAL RESCUE FOUNDATION,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,9222,0
32002,911816211,SECOND CHANCE AT LOVE FOR DOGS,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,8500,1
32003,911818003,SAFARI CLUB INTERNATIONAL,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,49521,0
32004,911818651,DEER CREEK ELEMENTARY P S O FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32005,911820675,NORTHWEST HORSEBACK SEARCH AND RESCUE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32006,911820725,MIDNIGHT SUN FAMILY LEARNING CENTER ACADEMIC POLICY COMMITTEE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32007,911823321,ROTARY INTERNATIONAL,T4,Independent,C1000,ProductDev,Association,1,0,N,5000,0
32008,911823917,PORT SUSAN MIDDLE SCHOOL PTO,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32009,911824532,JAPAN KARATE FEDERATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32010,911825182,NATIONAL LEAGUE OF AMERICAN PEN WOMEN INC,T3,CompanySponsored,C2300,Preservation,Association,1,0,N,5000,0
32011,911825374,TEACHING EVERYONE ANIMALS MATTER,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,123714,1
32012,911828325,WESTERN VALLEY WALDORF ASSOC INC CEDARWOOD SCHOOL,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,6828159,0
32013,911830023,PANTHER CREEK SENIOR AND COMMUNITY CENTER INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32014,911830363,CHARITY WORKS,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,615080,1
32015,911833984,BRUIN NATURE CONSERVANCY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32016,911835040,WALLA WALLA SKATEPARK,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32017,911835559,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
32018,911837414,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEESS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32019,911837724,ASSOCIATION OF WOMEN IN THE METAL INDUSTRIES INC,T6,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
32020,911838253,ANIMAL RESCUE OF FRESNO,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,495803,1
32021,911840472,KIWANIS INTERNATIONAL INC,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
32022,911841606,VIETNAMESE BUDDHIST COMMUNITY OF TACOMA AND VICINITY,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,1443006,1
32023,911845605,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,31835,0
32024,911846089,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
32025,911849303,OREGON STATE ASSOCIATION OF OCCUPATIONAL HEALTH NURSES,T6,Independent,C1000,ProductDev,Association,1,0,N,5000,1
32026,911852297,TAHOE AREA MOUNTAIN BIKE ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,124516,1
32027,911852782,ANACORTES MIDDLE SCHOOL PTSA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32028,911853116,FRIENDS OF THE ANIMALS FOUNDATION,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,5000,1
32029,911853930,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,164388,1
32030,911854965,SAN RAMON VALLEY EDUCATIONAL FOUNDATION,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,311334,0
32031,911855069,YOUTURNS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
32032,911859965,THE KNIGHTS COMMUNITY HOSPITAL EQUIPMENT LEND PROGRAM SERVICES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,466338,1
32033,911860047,AMVETS,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32034,911860299,AMERICAN MULTICULTURAL INSTITUTE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32035,911861160,DIV NO 1 LADIES ANCIENT ORDER OF HIBERNIANS INC OF ORLEANS COUNTY,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
32036,911864751,READINESS TO LEARN WHIDBEY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,52034,0
32037,911864764,CHRISTIAN HOLINESS INSTITUTE FOR LEARNING & DEVELOPMENT,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,29837,0
32038,911864778,KENTRIDGE HIGH SCHOOL PTSA,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,54134,0
32039,911865294,ROOM TO GROW PROGRAM,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,1
32040,911865679,SHOHOMISH ARTIST GUILD,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32041,911866475,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,41250,0
32042,911866898,SEATTLE COMMUNITY LAW CENTER,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,282520,1
32043,911867002,PARTNERS AT LOWELL SCHOOL PTA,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,74571,0
32044,911867247,RAINIER HISTORICAL SOCIETY,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
32045,911868795,PEACEMAKERS,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,861804,1
32046,911870025,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32047,911870057,ANGEL AID INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,8229,1
32048,911872623,COURT APPOINTED SPECIAL ADVOCATE PARTNERS,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,164629,1
32049,911874553,NATIONAL ASSOCIATION OF CHARITABLE GIFT PLANNERS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32050,911875050,DISABLED AMERICAN VETERANS,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
32051,911875091,INTERNATIONL ASSOCIATION OF LIONS CLUBS,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
32052,911875182,KENTLAKE COMMUNITY PTSA 97100,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,33883,0
32053,911875202,KEITHLEY MIDDLE SCHOOL BAND BOOSTERS ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32054,911878325,DIEHOLD FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,14120,1
32055,911878335,LEWIS AND CLARK TRAIL HERITAGE FOUNDATION INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
32056,911879533,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32057,911879649,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
32058,911879940,WENATCHEE VALLEY YOUTH SOCCER ASSOCIATION,T3,Independent,C2000,Preservation,Association,1,0,N,47286,1
32059,911881968,VALLEY PARK MEMORIAL POST 439 AMERICAN LEGION,T19,Independent,C1000,Preservation,Trust,1,10000-24999,N,199115,1
32060,911883302,MEDICAL STAFF OF EVERGREEN HOSPITAL MEDICAL CENTER,T3,Independent,C1000,Preservation,Association,1,100000-499999,N,474635,1
32061,911883331,NATIONAL CHARITY LEAGUE,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,57588,0
32062,911883856,ONYX FINE ARTS COLLECTIVE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32063,911884240,NATIONAL ASSOCIATION OF HISPANIC NURSES,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
32064,911885041,THE TEEN TALKING CIRCLE PROJECT DAUGHTERSSISTERS BROTHERSSONS,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25838,1
32065,911887460,SOCIETY FOR ECOLOGICAL RESTORATION NORTHWEST CHAPTER,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,111443,1
32066,911887933,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,55101,1
32067,911889448,SANJUAN ISLAND FAMILY RESOURCES NETWORK,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32068,911890443,ARTONDALE PTA,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,68926,0
32069,911891160,HARBOR HEIGHTS PTA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,50527,0
32070,911894995,APTOS KNOLL MOBILE HOME OWNERS ASSOCIATION,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,4422954,1
32071,911895184,PENNY CREEK ELEMENTARY PTA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,55036,0
32072,911895696,PHI DELTA EPSILON MEDICAL FRATERNITY,T7,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,1
32073,911896129,ECHHO ECUMENICAL CHRISTIAN HELPING HANDS ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,21674,1
32074,911897149,AMERICAN CONTRACTORS TRUST FOR THE STATES OF IOWA MISSOURI & IILINOIS,T9,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,49366,1
32075,911897325,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32076,911898318,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
32077,911898576,EPSILON OMEGA SIGMA CHAPTER OF SIGMA GAMMA RHO SORORITY,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
32078,911898665,AMERICAN ART THERAPY ASSOCIATION INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32079,911899377,MONTEREY BAY REGION - PORSCHE CLUB OF AMERICA,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
32080,911900522,INTERNATIONAL POLICE ASSOCIATION UNITED STATES SECTION,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
32081,911901403,PINECREST ELEMENTARY PTA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32082,911903160,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
32083,911906261,LITTLE WOLF PTSA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32084,911906385,SOUTH WHIDBEY HIGH SCHOOL PTSA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32085,911906808,MATHEMATICS EDUCATION COLLABORATIVE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,76384,0
32086,911907047,HENRY E S REEVES ELEMENTARY PTA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32087,911909708,NATIONAL AMERICAN SHAKESPEARE COMPANY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32088,911911190,GLENWOOD-LAURIN PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,29868,0
32089,911911244,ELIZABETH BLACKWELL PTSA,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,38975,0
32090,911911723,ORCAS EAA CHAPTER 937,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
32091,911912107,JOYCE MUSEUM SOCIETY,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
32092,911912461,ALUMNI INTERFRATERNITY COUNCIL AT THE UNIVERSITY OF WASHINGTON,T6,Independent,C1000,ProductDev,Trust,1,1-9999,N,238933,0
32093,911912680,UNITED STEELWORKERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32094,911913950,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32095,911914868,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,Family/Parent,C1000,Preservation,Trust,1,50M+,N,194229437,0
32096,911917709,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32097,911918530,NORTHWEST REGION OF THE WILLIAM GLASSER INSTITUTE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32098,911918588,NW SHARE,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,385882,1
32099,911918602,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32100,911919033,UNITED DAUGHTERS OF THE CONFEDERACY,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
32101,911920705,CARRFOUR SUPPORTIVE HOUSING INC,T3,CompanySponsored,C1000,CommunityServ,Trust,1,25000-99999,N,3641083,1
32102,911921154,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32103,911925560,WHITE COUNTY ASSOCIATION OF EDUCATORS,T6,Independent,C2000,ProductDev,Association,1,1-9999,N,5000,0
32104,911925578,FAMILY MOTOR COACH ASSOCIATION,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
32105,911927599,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32106,911928020,PARKS ARTS RECREATION AND CULTURAL FOUNDATION OF THURSTON COUNTY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,305475,1
32107,911928395,ALPHA DELTA KAPPA SORORITY INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
32108,911928700,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32109,911928901,SEATTLE JAZZ ORCHESTRA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,58856,0
32110,911929107,CRESCENT HARBOR PTA 8 7 6,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,18638,0
32111,911929132,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
32112,911930628,CALIFORNIA DISTRICT 40,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
32113,911930882,SNOHOMISH HIGH SCHOOL PANTHER PARENTS CLUB,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
32114,911931628,HOLMES ELEMENTARY PARENT TEACHER GROUP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
32115,911931869,LIBERTY LAKE ELEMENTARY PTSA,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,0
32116,911933244,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
32117,911933457,NORTH AMERICAN BOXING FEDERATION,T4,Independent,C2000,ProductDev,Trust,1,100000-499999,N,108566,1
32118,911934542,EVERGREEN ELEMENTARY PTA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
32119,911934979,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
